model,layer,n_languages,n_concepts,dimension,family,perturbation,magnitude,preprocessing,metric,value,reference_value,expected_value,analytic_expectation,absolute_error,relative_error,tolerance,analytic_status,identity_value,delta_from_identity,fractional_change_over_abs_identity,retained_rank
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,standardized,concept_rank_covariance_entropy,5.948735642602617,57.17434443834993,,empirical,,,,EMPIRICAL,57.17434443834993,-51.22560879574731,-0.8959544582270282,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,standardized,concept_rank_singular_entropy,8.262922236434518,211.7919564058629,,empirical,,,,EMPIRICAL,211.7919564058629,-203.52903416942837,-0.9609856654773044,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,standardized,concept_participation_ratio,3.987703818959051,15.337086542615689,,empirical,,,,EMPIRICAL,15.337086542615689,-11.349382723656637,-0.739996001986505,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,lfs_direct,0.4053301989792363,0.4040339108950637,,empirical,,,,EMPIRICAL,0.4040339108950637,0.0012962880841725921,0.0032083645684613487,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,ss_language,137432304.42467046,137432304.42467034,,empirical,,,,EMPIRICAL,137432304.42467034,1.1920928955078125e-07,8.674037014064803e-16,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,ss_concept,201630279.0462213,202718115.42552003,,empirical,,,,EMPIRICAL,202718115.42552003,-1087836.3792987466,-0.005366251442379972,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,ss_residual,85168572.20344672,85168572.20344675,,empirical,,,,EMPIRICAL,85168572.20344675,-2.9802322387695312e-08,-3.499215921631855e-16,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,language_share_total,0.3239561795177781,0.3231275983258671,,empirical,,,,EMPIRICAL,0.3231275983258671,0.000828581191910982,0.002564253861953865,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,concept_share_total,0.4752839963526936,0.4766260599995853,,empirical,,,,EMPIRICAL,0.4766260599995853,-0.0013420636468917113,-0.002815758011412299,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,residual_share_total,0.2007598241295282,0.2002463416745474,,empirical,,,,EMPIRICAL,0.2002463416745474,0.0005134824549807848,0.002564253861952334,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,lfs_vc_reml,0.4321980910207622,0.4308418498323622,,empirical,,,,EMPIRICAL,0.4308418498323622,0.001356241188399998,0.0031478863739158648,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,mexa_external,0.04,0.1083333333333333,,empirical,,,,EMPIRICAL,0.1083333333333333,-0.0683333333333333,-0.6307692307692307,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,aar10,-0.0320269142457177,-0.0270661955180019,,empirical,,,,EMPIRICAL,-0.0270661955180019,-0.0049607187277158,-0.18328097587325837,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,mean_alignment_margin,-0.0159920675158849,-0.0124607038110945,,empirical,,,,EMPIRICAL,-0.0124607038110945,-0.003531363704790399,-0.2834000196398391,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,linear_cka,0.7654839935060672,0.7654847999606904,,empirical,,,,EMPIRICAL,0.7654847999606904,-8.064546231922876e-07,-1.053521406608859e-06,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,cvp_within_raw,73538.16698709436,73817.09939204279,,empirical,,,,EMPIRICAL,73817.09939204279,-278.9324049484276,-0.003778696362302411,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,cpres_shared_raw,51700.07155031315,51979.00395526157,,empirical,,,,EMPIRICAL,51979.00395526157,-278.9324049484203,-0.005366251442380426,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,mean_norm,437.1615562786548,437.4201685441856,,empirical,,,,EMPIRICAL,437.4201685441856,-0.25861226553075767,-0.0005912216311183517,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,concept_rank_covariance_entropy,1.0398031000240304,1.1032008661534491,,empirical,,,,EMPIRICAL,1.1032008661534491,-0.06339776612941872,-0.05746711054576025,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,concept_rank_singular_entropy,2.14859370382163,37.015822749368354,,empirical,,,,EMPIRICAL,37.015822749368354,-34.86722904554672,-0.9419547224880124,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,concept_participation_ratio,1.0094174845005188,1.0203384805522415,,empirical,,,,EMPIRICAL,1.0203384805522415,-0.010920996051722698,-0.010703307049452734,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,cvp_within_ratio,0.9962213036376976,1.0,,empirical,,,,EMPIRICAL,1.0,-0.003778696362302436,-0.003778696362302436,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,cpres_shared_ratio,0.9946337485576195,1.0,,empirical,,,,EMPIRICAL,1.0,-0.005366251442380454,-0.005366251442380454,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,lfs_direct,0.7791538743755816,0.5808205932178168,,empirical,,,,EMPIRICAL,0.5808205932178168,0.19833328115776483,0.34147081469507534,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,ss_language,3264296.3130015414,2807519.85261254,,empirical,,,,EMPIRICAL,2807519.85261254,456776.4603890013,0.16269749970385697,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,ss_concept,925243.6743566266,2026192.803921448,,empirical,,,,EMPIRICAL,2026192.803921448,-1100949.1295648215,-0.5433585231543954,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,ss_residual,3797660.012641832,3153487.343466009,,empirical,,,,EMPIRICAL,3153487.343466009,644172.6691758232,0.20427311069141973,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,language_share_total,0.4086909446366112,0.3515023853931967,,empirical,,,,EMPIRICAL,0.3515023853931967,0.05718855924341448,0.16269749970385652,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,concept_share_total,0.1158408045819093,0.2536799884717358,,empirical,,,,EMPIRICAL,0.2536799884717358,-0.13783918388982647,-0.5433585231543956,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,residual_share_total,0.4754682507814793,0.3948176261350675,,empirical,,,,EMPIRICAL,0.3948176261350675,0.08065062464641182,0.20427311069141874,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,lfs_vc_reml,0.8509727028749745,0.6313462497465551,,empirical,,,,EMPIRICAL,0.6313462497465551,0.21962645312841944,0.3478700526321101,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,mexa_external,0.1677777777777778,0.6080555555555556,,empirical,,,,EMPIRICAL,0.6080555555555556,-0.44027777777777777,-0.7240749200548195,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,aar10,-0.2825006658964538,-0.0531518011279067,,empirical,,,,EMPIRICAL,-0.0531518011279067,-0.2293488647685471,-4.314978230307426,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,mean_alignment_margin,-0.1265516150042324,0.0878796100290279,,empirical,,,,EMPIRICAL,0.0878796100290279,-0.2144312250332603,-2.440056629318571,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,linear_cka,0.6785574413617543,0.6555475138722785,,empirical,,,,EMPIRICAL,0.6555475138722785,0.023009927489475834,0.03510031996545547,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,cvp_within_raw,1211.00094538422,1328.1231147147332,,empirical,,,,EMPIRICAL,1328.1231147147332,-117.12216933051332,-0.08818622914764188,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,cpres_shared_raw,237.24196778375037,519.5366163901149,,empirical,,,,EMPIRICAL,519.5366163901149,-282.2946486063645,-0.5433585231543954,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,mean_norm,44.28505426959965,44.16788590564904,,empirical,,,,EMPIRICAL,44.16788590564904,0.11716836395061136,0.0026527953862429633,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,concept_rank_covariance_entropy,7.713334019634146,92.83601185899406,,empirical,,,,EMPIRICAL,92.83601185899406,-85.12267783935991,-0.9169144186056839,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,concept_rank_singular_entropy,8.674106407891182,232.50890376431207,,empirical,,,,EMPIRICAL,232.50890376431207,-223.8347973564209,-0.9626934441328583,9
Qwen3-1.7B-Base,13,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,concept_participation_ratio,6.617685282538994,36.45925282185417,,empirical,,,,EMPIRICAL,36.45925282185417,-29.84156753931518,-0.818490924241534,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,raw,lfs_direct,0.4361426128150444,0.4352119568798813,,empirical,,,,EMPIRICAL,0.4352119568798813,0.0009306559351631161,0.002138396982093894,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,raw,ss_language,31814238.969750263,31814238.969750267,,empirical,,,,EMPIRICAL,31814238.969750267,-3.725290298461914e-09,-1.1709506243427694e-16,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,raw,ss_concept,41130339.32863711,41286323.79473051,,empirical,,,,EMPIRICAL,41286323.79473051,-155984.46609339863,-0.00377811468196903,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,raw,ss_residual,21254861.379444804,21254861.379444808,,empirical,,,,EMPIRICAL,21254861.379444808,-3.725290298461914e-09,-1.7526768262363616e-16,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,raw,language_share_total,0.3377327835341366,0.3371744577314626,,empirical,,,,EMPIRICAL,0.3371744577314626,0.000558325802674009,0.001655895901577097,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,raw,concept_share_total,0.4366304032094604,0.4375617424150855,,empirical,,,,EMPIRICAL,0.4375617424150855,-0.0009313392056251035,-0.0021284749450092566,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,raw,residual_share_total,0.2256368132564028,0.2252637998534518,,empirical,,,,EMPIRICAL,0.2252637998534518,0.00037301340295101126,0.0016558959015770835,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,raw,lfs_vc_reml,0.4654676231816407,0.4644844944927547,,empirical,,,,EMPIRICAL,0.4644844944927547,0.0009831286888860036,0.002116601739224126,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,raw,mexa_external,0.0444444444444444,0.1361111111111111,,empirical,,,,EMPIRICAL,0.1361111111111111,-0.0916666666666667,-0.6734693877551023,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,raw,aar10,-0.0165489599462444,-0.0132201525012224,,empirical,,,,EMPIRICAL,-0.0132201525012224,-0.0033288074450220015,-0.251797961083596,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,raw,mean_alignment_margin,-0.0069195301460762,-0.0047414728601121,,empirical,,,,EMPIRICAL,-0.0047414728601121,-0.0021780572859641002,-0.4593630186702378,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,raw,linear_cka,0.6730138719754564,0.6730129821265827,,empirical,,,,EMPIRICAL,0.6730129821265827,8.898488736974741e-07,1.322186788857675e-06,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,raw,cvp_within_raw,15996.205309764588,16036.201326711613,,empirical,,,,EMPIRICAL,16036.201326711613,-39.996016947025055,-0.0024941079331801236,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,raw,cpres_shared_raw,10546.240853496694,10586.236870443718,,empirical,,,,EMPIRICAL,10586.236870443718,-39.996016947023236,-0.0037781146819688364,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,raw,mean_norm,201.47644485529943,201.5600363838156,,empirical,,,,EMPIRICAL,201.5600363838156,-0.08359152851616614,-0.00041472272984208577,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,raw,concept_rank_covariance_entropy,1.0276598778631787,1.072899367712585,,empirical,,,,EMPIRICAL,1.072899367712585,-0.0452394898494064,-0.04216564126219658,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,raw,concept_rank_singular_entropy,1.951025792181092,29.46043642084407,,empirical,,,,EMPIRICAL,29.46043642084407,-27.509410628662977,-0.9337747152041276,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,raw,concept_participation_ratio,1.0062604300802456,1.0139070751645438,,empirical,,,,EMPIRICAL,1.0139070751645438,-0.0076466450842982425,-0.007541761243807567,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,raw,cvp_within_ratio,0.9975058920668198,1.0,,empirical,,,,EMPIRICAL,1.0,-0.0024941079331801674,-0.0024941079331801674,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,raw,cpres_shared_ratio,0.9962218853180312,1.0,,empirical,,,,EMPIRICAL,1.0,-0.0037781146819687583,-0.0037781146819687583,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,standardized,lfs_direct,0.6674985632871544,0.4561070964075558,,empirical,,,,EMPIRICAL,0.4561070964075558,0.2113914668795986,0.4634689276807681,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,standardized,ss_language,3211874.48922541,2668885.5623762123,,empirical,,,,EMPIRICAL,2668885.5623762123,542988.9268491976,0.20345155839718865,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,standardized,ss_concept,1599932.8552102938,3182559.3798253057,,empirical,,,,EMPIRICAL,3182559.3798253057,-1582626.5246150119,-0.4972810671334227,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,standardized,ss_residual,5172192.655564302,4132555.0577984806,,empirical,,,,EMPIRICAL,4132555.0577984806,1039637.597765821,0.2515725944906498,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,standardized,language_share_total,0.3217021723983782,0.2673162622572329,,empirical,,,,EMPIRICAL,0.2673162622572329,0.0543859101411453,0.20345155839718748,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,standardized,concept_share_total,0.1602496850170565,0.3187659635241693,,empirical,,,,EMPIRICAL,0.3187659635241693,-0.1585162785071128,-0.49728106713342335,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,standardized,residual_share_total,0.5180481425845652,0.4139177742185979,,empirical,,,,EMPIRICAL,0.4139177742185979,0.10413036836596734,0.251572594490649,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,standardized,lfs_vc_reml,0.7463553484596278,0.5025024176072106,,empirical,,,,EMPIRICAL,0.5025024176072106,0.24385293085241722,0.48527712963767056,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,standardized,mexa_external,0.1733333333333333,0.6516666666666668,,empirical,,,,EMPIRICAL,0.6516666666666668,-0.4783333333333335,-0.7340153452685423,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,standardized,aar10,-0.281671683642111,-0.0394505209150198,,empirical,,,,EMPIRICAL,-0.0394505209150198,-0.24222116272709118,-6.139872354255062,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,standardized,mean_alignment_margin,-0.1243980683042045,0.1114435971630486,,empirical,,,,EMPIRICAL,0.1114435971630486,-0.2358416654672531,-2.116242399482159,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,standardized,linear_cka,0.7319697542653123,0.7216191974393683,,empirical,,,,EMPIRICAL,0.7216191974393683,0.01035055682594399,0.014343516445616267,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,standardized,cvp_within_raw,1736.442438660151,1875.670368621484,,empirical,,,,EMPIRICAL,1875.670368621484,-139.22792996133285,-0.07422835711994417,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,standardized,cpres_shared_raw,410.239193643665,816.0408666218731,,empirical,,,,EMPIRICAL,816.0408666218731,-405.8016729782081,-0.4972810671334227,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,standardized,mean_norm,49.124500070638376,48.93603887067327,,empirical,,,,EMPIRICAL,48.93603887067327,0.18846119996510424,0.003851173987808126,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,standardized,concept_rank_covariance_entropy,7.373046112098091,87.13515912073592,,empirical,,,,EMPIRICAL,87.13515912073592,-79.76211300863783,-0.915383799301016,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,standardized,concept_rank_singular_entropy,8.592213673820678,233.22657580359564,,empirical,,,,EMPIRICAL,233.22657580359564,-224.63436212977496,-0.9631593713357248,9
Qwen3-4B-Base,17,13,300,2560,rank,concept_main_effect_projection,rank=9,standardized,concept_participation_ratio,6.032569536394004,30.719612191682977,,empirical,,,,EMPIRICAL,30.719612191682977,-24.687042655288973,-0.803624814702991,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,lfs_direct,0.4559626137072923,0.4536156205080575,,empirical,,,,EMPIRICAL,0.4536156205080575,0.0023469931992348148,0.005173969089966834,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,ss_language,57942979.59597827,57942979.59597836,,empirical,,,,EMPIRICAL,57942979.59597836,-8.940696716308594e-08,-1.5430163893278868e-15,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,ss_concept,69135376.94922543,69792876.43799418,,empirical,,,,EMPIRICAL,69792876.43799418,-657499.4887687564,-0.009420724898090368,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,ss_residual,38129550.86029417,38129550.86029424,,empirical,,,,EMPIRICAL,38129550.86029424,-6.705522537231445e-08,-1.7586156631638069e-15,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,language_share_total,0.3507276407403367,0.3493373373081641,,empirical,,,,EMPIRICAL,0.3493373373081641,0.0013903034321726127,0.0039798306212718735,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,concept_share_total,0.4184749872748809,0.4207801840349062,,empirical,,,,EMPIRICAL,0.4207801840349062,-0.0023051967600252743,-0.005478387166240805,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,residual_share_total,0.2307973719847823,0.2298824786569296,,empirical,,,,EMPIRICAL,0.2298824786569296,0.0009148933278527172,0.003979830621271834,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,lfs_vc_reml,0.4862354368012076,0.4837617029256692,,empirical,,,,EMPIRICAL,0.4837617029256692,0.0024737338755383975,0.005113538051023627,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,mexa_external,0.0422222222222222,0.1366666666666667,,empirical,,,,EMPIRICAL,0.1366666666666667,-0.09444444444444448,-0.6910569105691059,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,aar10,-0.0286254630337302,-0.022950132121325,,empirical,,,,EMPIRICAL,-0.022950132121325,-0.005675330912405199,-0.24728968366729998,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,mean_alignment_margin,-0.012297173768639,-0.0080718384869443,,empirical,,,,EMPIRICAL,-0.0080718384869443,-0.004225335281694699,-0.5234662820036498,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,linear_cka,0.6608654179883843,0.6608627224278251,,empirical,,,,EMPIRICAL,0.6608627224278251,2.6955605592071663e-06,4.0788509742302145e-06,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,cvp_within_raw,27503.8276434666,27672.4172559714,,empirical,,,,EMPIRICAL,27672.4172559714,-168.58961250479842,-0.006092334144333512,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,cpres_shared_raw,17727.019730570628,17895.609343075423,,empirical,,,,EMPIRICAL,17895.609343075423,-168.5896125047948,-0.00942072489808956,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,mean_norm,271.9717190122497,272.2485543591867,,empirical,,,,EMPIRICAL,272.2485543591867,-0.2768353469369913,-0.0010168478124286129,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,concept_rank_covariance_entropy,1.0653159618305308,1.1758550952698072,,empirical,,,,EMPIRICAL,1.1758550952698072,-0.11053913343927646,-0.09400744520642874,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,concept_rank_singular_entropy,2.482089865586511,53.98197536095416,,empirical,,,,EMPIRICAL,53.98197536095416,-51.49988549536765,-0.9540200252215698,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,concept_participation_ratio,1.0164457552834705,1.0358698566988829,,empirical,,,,EMPIRICAL,1.0358698566988829,-0.019424101415412398,-0.018751488220067777,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,cvp_within_ratio,0.9939076658556664,1.0,,empirical,,,,EMPIRICAL,1.0,-0.006092334144333633,-0.006092334144333633,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,cpres_shared_ratio,0.9905792751019104,1.0,,empirical,,,,EMPIRICAL,1.0,-0.00942072489808965,-0.00942072489808965,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,lfs_direct,0.6942247652624147,0.4492824643532386,,empirical,,,,EMPIRICAL,0.4492824643532386,0.24494230090917612,0.5451855354777335,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,ss_language,5129222.288613292,4158714.941170665,,empirical,,,,EMPIRICAL,4158714.941170665,970507.3474426274,0.2333671245015492,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,ss_concept,2259195.0443155654,5097633.283230466,,empirical,,,,EMPIRICAL,5097633.283230466,-2838438.2389149005,-0.5568149141391608,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,ss_residual,8585982.667071162,6718051.775598889,,empirical,,,,EMPIRICAL,6718051.775598889,1867930.8914722726,0.2780465161428074,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,language_share_total,0.3210901372579431,0.260336221778011,,empirical,,,,EMPIRICAL,0.260336221778011,0.060753915479932086,0.23336712450154945,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,concept_share_total,0.1414259718246421,0.3191126604586375,,empirical,,,,EMPIRICAL,0.3191126604586375,-0.17768668863399542,-0.5568149141391608,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,residual_share_total,0.5374838909174149,0.4205511177633514,,empirical,,,,EMPIRICAL,0.4205511177633514,0.11693277315406347,0.2780465161428076,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,lfs_vc_reml,0.7799951224186307,0.4960128842771621,,empirical,,,,EMPIRICAL,0.4960128842771621,0.28398223814146856,0.5725299627152124,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,mexa_external,0.1733333333333333,0.7075,,empirical,,,,EMPIRICAL,0.7075,-0.5341666666666667,-0.7550058892815077,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,aar10,-0.2654003710575029,-0.0139400929031312,,empirical,,,,EMPIRICAL,-0.0139400929031312,-0.2514602781543717,-18.038637181384146,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,mean_alignment_margin,-0.1164775469880299,0.1303221312402933,,empirical,,,,EMPIRICAL,0.1303221312402933,-0.2467996782283232,-1.8937664376687011,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,linear_cka,0.7395506697903027,0.7241585268088007,,empirical,,,,EMPIRICAL,0.7241585268088007,0.015392142981502044,0.021255211962126114,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,cvp_within_raw,2780.814797791464,3029.662835597266,,empirical,,,,EMPIRICAL,3029.662835597266,-248.84803780580205,-0.08213720513119219,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,cpres_shared_raw,579.2807805937344,1307.0854572385806,,empirical,,,,EMPIRICAL,1307.0854572385806,-727.8046766448462,-0.556814914139161,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,mean_norm,62.53625475971399,62.29273533715799,,empirical,,,,EMPIRICAL,62.29273533715799,0.24351942255599823,0.00390927483338073,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,concept_rank_covariance_entropy,7.856548629469429,108.17247468070592,,empirical,,,,EMPIRICAL,108.17247468070592,-100.31592605123649,-0.927370168310749,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,concept_rank_singular_entropy,8.69476883518072,243.1244841574205,,empirical,,,,EMPIRICAL,243.1244841574205,-234.4297153222398,-0.9642373787843146,9
Qwen3-8B-Base,19,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,concept_participation_ratio,6.958206877738875,44.383203649858,,empirical,,,,EMPIRICAL,44.383203649858,-37.42499677211912,-0.843224321240246,9
SmolLM2-1.7B,15,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,lfs_direct,0.545080304409695,0.54435568183809,,empirical,,,,EMPIRICAL,0.54435568183809,0.0007246225716049937,0.0013311564401389331,9
SmolLM2-1.7B,15,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,ss_language,307215389.5514868,307215389.5514869,,empirical,,,,EMPIRICAL,307215389.5514869,-1.1920928955078125e-07,-3.8803163384757033e-16,9
