model,flores_code,mexa_shared,aar_shared,q_L,r_content,log_tokens,macro_family_g,script_g,fertility,acc_native,acc_trans,acc
Yi-1.5-9B,arb_Arab,,,,,10.841073612355865,Afro-Asiatic,Arab,5.0139,0.4492753623188406,0.58,0.5146376811594202
Yi-1.5-9B,ell_Grek,,,,,10.634956550916772,Indo-European,other,4.721,0.358695652173913,0.5433333333333333,0.45101449275362315
Yi-1.5-9B,guj_Gujr,,,,,9.053743034427566,Indo-European,other,11.4761,,0.38,0.38
Yi-1.5-9B,kat_Geor,,,,,9.417907523376437,other,other,11.3617,0.284,0.31333333333333335,0.29866666666666664
Yi-1.5-9B,pan_Guru,,,,,8.861860543889303,Indo-European,other,11.1279,,0.3333333333333333,0.3333333333333333
Yi-1.5-9B,spa_Latn,,,,,11.572692346038526,Indo-European,Latn,1.5139,0.6127272727272727,0.8,0.7063636363636363
Yi-1.5-9B,uzn_Latn,,,,,7.876511046298704,Turkic,Latn,1.8952,,0.43333333333333335,0.43333333333333335
Yi-1.5-9B,arb_Latn,,,,,10.841073612355865,Afro-Asiatic,Latn,5.0139,,0.25666666666666665,0.25666666666666665
Yi-1.5-9B,eng_Latn,,,,,12.454382979077453,Indo-European,Latn,1.0,,0.87,0.87
Yi-1.5-9B,kaz_Cyrl,,,,,9.447543326977344,Turkic,Cyrl,3.2025,,0.3566666666666667,0.3566666666666667
Yi-1.5-9B,lit_Latn,,,,,10.153726802927073,Balto-Slavic,Latn,2.2264,,0.3933333333333333,0.3933333333333333
Yi-1.5-9B,mya_Mymr,,,,,8.94576714414124,Sino-Tibetan,other,12.3864,,0.2866666666666667,0.2866666666666667
Yi-1.5-9B,pbt_Arab,,,,,8.559915920992061,Indo-European,Arab,5.2051,,0.2833333333333333,0.2833333333333333
Yi-1.5-9B,srp_Cyrl,,,,,9.664593347362308,Balto-Slavic,Cyrl,2.3623,,0.5233333333333333,0.5233333333333333
Yi-1.5-9B,tha_Thai,,,,,10.196379987855126,Tai-Kadai,other,10.1904,,0.48,0.48
Yi-1.5-9B,vie_Latn,,,,,10.743353922054286,other,Latn,3.827,0.44,0.6466666666666666,0.5433333333333333
Yi-1.5-9B,bul_Cyrl,,,,,10.360175858097726,Balto-Slavic,Cyrl,1.7054,0.4781818181818182,0.6566666666666666,0.5674242424242424
Yi-1.5-9B,est_Latn,,,,,9.944761723531126,Uralic,Latn,1.9054,0.32142857142857145,0.5066666666666667,0.4140476190476191
Yi-1.5-9B,ind_Latn,,,,,10.081454105942349,Austronesian,Latn,1.6575,0.5363636363636364,0.67,0.6031818181818183
Yi-1.5-9B,nld_Latn,,,,,10.903264809073452,Indo-European,Latn,1.5941,0.5517241379310345,0.77,0.6608620689655172
Yi-1.5-9B,pes_Arab,,,,,10.662263375070816,Indo-European,Arab,5.03,0.3740875912408759,0.56,0.46704379562043796
Yi-1.5-9B,sin_Sinh,,,,,8.944625322846782,Indo-European,other,11.096,,0.32666666666666666,0.32666666666666666
Yi-1.5-9B,cat_Latn,,,,,10.097961053275002,Indo-European,Latn,1.544,,0.7433333333333333,0.7433333333333333
Yi-1.5-9B,eus_Latn,,,,,9.101082328203272,other,Latn,1.8079,,0.42,0.42
Yi-1.5-9B,heb_Hebr,,,,,9.693476506485494,Afro-Asiatic,other,7.1035,0.5472727272727272,0.39,0.46863636363636363
Yi-1.5-9B,isl_Latn,,,,,9.371177412080817,Indo-European,Latn,2.4091,,0.49333333333333335,0.49333333333333335
Yi-1.5-9B,khk_Cyrl,,,,,9.267328434893145,other,Cyrl,3.2498,,0.2966666666666667,0.2966666666666667
Yi-1.5-9B,nob_Latn,,,,,10.265445888776227,Indo-European,Latn,1.6866,,0.7266666666666667,0.7266666666666667
Yi-1.5-9B,plt_Latn,,,,,8.15437957359287,Austronesian,Latn,1.8071,,0.2733333333333333,0.2733333333333333
Yi-1.5-9B,slk_Latn,,,,,10.215972316299656,Balto-Slavic,Latn,2.1496,,0.5966666666666667,0.5966666666666667
Llama-3.1-8B,fin_Latn,,,,,10.461273505456898,Uralic,Latn,1.7486,0.41379310344827586,0.5533333333333333,0.48356321839080463
Llama-3.1-8B,hin_Deva,,,,,10.225085947081105,Indo-European,Deva,2.4225,0.47714808043875684,0.5933333333333334,0.5352407068860451
Llama-3.1-8B,ita_Latn,,,,,11.218657350111846,Indo-European,Latn,1.314,0.6222627737226277,0.71,0.6661313868613139
Llama-3.1-8B,khm_Khmr,,,,,8.873125289337338,other,other,7.0812,,0.38333333333333336,0.38333333333333336
Llama-3.1-8B,lvs_Latn,,,,,9.894602930159628,Balto-Slavic,Latn,2.2069,,0.49666666666666665,0.49666666666666665
Llama-3.1-8B,npi_Deva,,,,,9.314204818644845,Indo-European,Deva,2.5177,,0.47,0.47
Llama-3.1-8B,pol_Latn,,,,,11.069183544489329,Balto-Slavic,Latn,1.8042,0.4708029197080292,0.6433333333333333,0.5570681265206813
Llama-3.1-8B,slv_Latn,,,,,9.903501694149961,Balto-Slavic,Latn,1.7151,,0.5,0.5
Llama-3.1-8B,swe_Latn,,,,,10.585304823582218,Indo-European,Latn,1.5013,,0.7066666666666667,0.7066666666666667
Llama-3.1-8B,afr_Latn,,,,,9.04883387717687,Indo-European,Latn,1.4947,,0.61,0.61
Llama-3.1-8B,ces_Latn,,,,,10.755192300065602,Balto-Slavic,Latn,1.5544,,0.62,0.62
Llama-3.1-8B,fra_Latn,,,,,11.504243358607456,Indo-European,Latn,1.3131,0.5847255369928401,0.7566666666666667,0.6706961018297535
Llama-3.1-8B,mal_Mlym,,,,,9.322334431411548,Dravidian,other,7.6125,,0.44,0.44
Llama-3.1-8B,por_Latn,,,,,11.136535917638877,Indo-European,Latn,1.3098,0.52994555353902,0.7633333333333333,0.6466394434361766
Llama-3.1-8B,swh_Latn,,,,,7.487255902011655,Atlantic-Congo,Latn,1.739,,0.38,0.38
Llama-3.1-8B,tur_Latn,,,,,10.808162253319553,Turkic,Latn,1.2728,0.5291970802919708,0.66,0.5945985401459855
Llama-3.1-8B,yor_Latn,,,,,4.632892380992985,Atlantic-Congo,Latn,2.7323,,0.32,0.32
Llama-3.1-8B,als_Latn,,,,,9.562161153905935,Indo-European,Latn,1.863,,0.5066666666666667,0.5066666666666667
Llama-3.1-8B,azj_Latn,,,,,9.545721659518483,Turkic,Latn,2.0719,,0.5333333333333333,0.5333333333333333
Llama-3.1-8B,hrv_Latn,,,,,7.610626216540094,Balto-Slavic,Latn,1.6867,,0.5333333333333333,0.5333333333333333
Llama-3.1-8B,jpn_Jpan,,,,,11.032916144087627,other,other,3.2394,0.5668662674650699,0.6533333333333333,0.6100998003992015
Llama-3.1-8B,kir_Cyrl,,,,,8.70022124395045,Turkic,Cyrl,2.6772,,0.5166666666666667,0.5166666666666667
Llama-3.1-8B,mar_Deva,,,,,9.291197362643686,Indo-European,Deva,2.6778,,0.5333333333333333,0.5333333333333333
Llama-3.1-8B,tam_Taml,,,,,9.641283555217916,Dravidian,other,6.1203,0.36727272727272725,0.44666666666666666,0.406969696969697
Llama-3.1-8B,ukr_Cyrl,,,,,10.582360317494818,Balto-Slavic,Cyrl,1.5963,0.5763636363636364,0.66,0.6181818181818182
Llama-3.1-8B,zho_Hans,,,,,11.356131798505956,Sino-Tibetan,other,3.4817,0.5357798165137615,0.78,0.6578899082568808
Llama-3.1-8B,amh_Ethi,,,,,8.5541337799261,Afro-Asiatic,other,11.0993,,0.3466666666666667,0.3466666666666667
Llama-3.1-8B,dan_Latn,,,,,10.360245901721395,Indo-European,Latn,1.492,,0.6866666666666666,0.6866666666666666
Llama-3.1-8B,hun_Latn,,,,,10.637669631397417,Uralic,Latn,1.8827,0.4072727272727273,0.6,0.5036363636363637
Llama-3.1-8B,kor_Hang,,,,,10.393846195528992,other,other,2.902,0.532,0.6633333333333333,0.5976666666666667
Llama-3.1-8B,mkd_Cyrl,,,,,9.301746425904852,Balto-Slavic,Cyrl,1.9455,,0.5666666666666667,0.5666666666666667
Llama-3.1-8B,ron_Latn,,,,,10.598220789235437,Indo-European,Latn,1.5947,,0.6033333333333334,0.6033333333333334
Llama-3.1-8B,som_Latn,,,,,3.7819706739125523,Afro-Asiatic,Latn,1.7704,,0.31,0.31
Llama-3.1-8B,tel_Telu,,,,,9.195061276656201,Dravidian,other,7.997,0.3156934306569343,0.4,0.3578467153284671
Llama-3.1-8B,urd_Arab,,,,,9.431854501264098,Indo-European,Arab,3.0088,0.3465909090909091,0.5166666666666667,0.4316287878787879
Llama-3.1-8B,zho_Hant,,,,,11.356131798505956,Sino-Tibetan,other,3.4817,,0.7266666666666667,0.7266666666666667
Llama-3.1-8B,ben_Beng,,,,,9.981044874347496,Indo-European,other,5.5695,0.4142335766423358,0.4766666666666667,0.44545012165450126
Llama-3.1-8B,deu_Latn,,,,,11.552705133249123,Indo-European,Latn,1.3142,0.4316546762589928,0.6166666666666667,0.5241606714628297
Llama-3.1-8B,hye_Armn,,,,,9.379338026785135,Indo-European,other,7.3931,,0.48,0.48
Llama-3.1-8B,kan_Knda,,,,,9.094221311622814,Dravidian,other,8.0496,,0.4266666666666667,0.4266666666666667
Llama-3.1-8B,lao_Laoo,,,,,8.225972821174405,Tai-Kadai,other,8.182,,0.25,0.25
Llama-3.1-8B,rus_Cyrl,,,,,11.867586387163913,Balto-Slavic,Cyrl,1.5282,0.5163043478260869,0.68,0.5981521739130435
Llama-3.1-8B,zsm_Latn,,,,,7.287263587861631,Austronesian,Latn,1.3623,0.5169660678642715,0.6733333333333333,0.5951497005988025
Llama-3.1-8B,arb_Arab,,,,,10.841073612355865,Afro-Asiatic,Arab,1.7784,0.5144927536231884,0.6466666666666666,0.5805797101449275
Llama-3.1-8B,ell_Grek,,,,,10.634956550916772,Indo-European,other,1.7842,0.4257246376811594,0.66,0.5428623188405797
Llama-3.1-8B,guj_Gujr,,,,,9.053743034427566,Indo-European,other,7.7405,,0.37333333333333335,0.37333333333333335
Llama-3.1-8B,kat_Geor,,,,,9.417907523376437,other,other,8.3436,0.488,0.42333333333333334,0.45566666666666666
Llama-3.1-8B,pan_Guru,,,,,8.861860543889303,Indo-European,other,7.3799,,0.39666666666666667,0.39666666666666667
Llama-3.1-8B,spa_Latn,,,,,11.572692346038526,Indo-European,Latn,1.2502,0.6163636363636363,0.73,0.6731818181818181
Llama-3.1-8B,uzn_Latn,,,,,7.876511046298704,Turkic,Latn,1.8478,,0.5,0.5
Llama-3.1-8B,arb_Latn,,,,,10.841073612355865,Afro-Asiatic,Latn,1.7784,,0.3233333333333333,0.3233333333333333
Llama-3.1-8B,eng_Latn,,,,,12.454382979077453,Indo-European,Latn,1.0,,0.8566666666666667,0.8566666666666667
Llama-3.1-8B,kaz_Cyrl,,,,,9.447543326977344,Turkic,Cyrl,2.8164,,0.44,0.44
Llama-3.1-8B,lit_Latn,,,,,10.153726802927073,Balto-Slavic,Latn,2.1176,,0.41,0.41
Llama-3.1-8B,mya_Mymr,,,,,8.94576714414124,Sino-Tibetan,other,9.2138,,0.36666666666666664,0.36666666666666664
Llama-3.1-8B,pbt_Arab,,,,,8.559915920992061,Indo-European,Arab,2.8539,,0.41333333333333333,0.41333333333333333
Llama-3.1-8B,srp_Cyrl,,,,,9.664593347362308,Balto-Slavic,Cyrl,2.0981,,0.67,0.67
Llama-3.1-8B,tha_Thai,,,,,10.196379987855126,Tai-Kadai,other,2.1378,,0.6566666666666666,0.6566666666666666
Llama-3.1-8B,vie_Latn,,,,,10.743353922054286,other,Latn,1.219,0.5272727272727272,0.7266666666666667,0.626969696969697
Llama-3.1-8B,bul_Cyrl,,,,,10.360175858097726,Balto-Slavic,Cyrl,1.8805,0.610909090909091,0.67,0.6404545454545455
Llama-3.1-8B,est_Latn,,,,,9.944761723531126,Uralic,Latn,1.7927,0.45089285714285715,0.5,0.4754464285714286
Llama-3.1-8B,ind_Latn,,,,,10.081454105942349,Austronesian,Latn,1.3162,0.5618181818181818,0.6533333333333333,0.6075757575757575
Llama-3.1-8B,nld_Latn,,,,,10.903264809073452,Indo-European,Latn,1.35,0.5553539019963702,0.68,0.6176769509981852
Llama-3.1-8B,pes_Arab,,,,,10.662263375070816,Indo-European,Arab,1.4924,0.4051094890510949,0.7,0.5525547445255474
Llama-3.1-8B,sin_Sinh,,,,,8.944625322846782,Indo-European,other,8.1477,,0.39,0.39
Llama-3.1-8B,cat_Latn,,,,,10.097961053275002,Indo-European,Latn,1.4378,,0.7233333333333334,0.7233333333333334
Llama-3.1-8B,eus_Latn,,,,,9.101082328203272,other,Latn,1.6724,,0.47333333333333333,0.47333333333333333
Llama-3.1-8B,heb_Hebr,,,,,9.693476506485494,Afro-Asiatic,other,4.3236,0.5818181818181818,0.52,0.5509090909090909
Llama-3.1-8B,isl_Latn,,,,,9.371177412080817,Indo-European,Latn,2.0214,,0.4533333333333333,0.4533333333333333
Llama-3.1-8B,khk_Cyrl,,,,,9.267328434893145,other,Cyrl,3.0739,,0.38,0.38
Llama-3.1-8B,nob_Latn,,,,,10.265445888776227,Indo-European,Latn,1.4819,,0.6866666666666666,0.6866666666666666
Llama-3.1-8B,plt_Latn,,,,,8.15437957359287,Austronesian,Latn,1.7481,,0.30333333333333334,0.30333333333333334
Llama-3.1-8B,slk_Latn,,,,,10.215972316299656,Balto-Slavic,Latn,1.7049,,0.5533333333333333,0.5533333333333333
Falcon3-3B-Base,deu_Latn,0.7433333333333333,-0.008977691156811745,0.12164446401848572,,11.552705133249123,Indo-European,Latn,1.3225588235294117,0.33093525179856115,0.4288888888888889,0.379912070343725
Falcon3-3B-Base,fra_Latn,0.9166666666666666,-0.0029598945366487513,0.12164446401848572,,11.504243358607456,Indo-European,Latn,1.2537352941176472,0.441527446300716,0.5844444444444444,0.5129859453725802
Falcon3-3B-Base,spa_Latn,0.98,0.04198851406551444,0.12164446401848572,,11.572692346038526,Indo-European,Latn,1.2007941176470587,0.4709090909090909,0.5711111111111111,0.521010101010101
Falcon3-3B-Base,por_Latn,0.9766666666666667,0.04683516309378052,0.12164446401848572,,11.136535917638877,Indo-European,Latn,1.2411764705882353,0.4283121597096189,0.58,0.5041560798548095
Falcon3-3B-Base,ita_Latn,0.8433333333333334,-0.000828303888447679,0.12164446401848572,,11.218657350111846,Indo-European,Latn,1.2658764705882353,0.41788321167883213,0.43444444444444447,0.42616382806163833
Falcon3-3B-Base,nld_Latn,0.43666666666666665,-0.0667978132125813,0.12164446401848572,,10.903264809073452,Indo-European,Latn,1.3371529411764707,0.33030852994555354,0.37222222222222223,0.35126537608388786
Falcon3-3B-Base,swe_Latn,0.34,-0.1106722362185601,0.12164446401848572,,10.585304823582218,Indo-European,Latn,1.4709764705882353,,0.39,0.39
Falcon3-3B-Base,pol_Latn,0.11,-0.09171803964087788,0.12164446401848572,,11.069183544489329,Balto-Slavic,Latn,1.8035588235294118,0.2645985401459854,0.3244444444444444,0.2945214922952149
Falcon3-3B-Base,ces_Latn,0.08,-0.1054408689859114,0.12164446401848572,,10.755192300065602,Balto-Slavic,Latn,1.9043941176470587,,0.3622222222222222,0.3622222222222222
Falcon3-3B-Base,ron_Latn,0.43333333333333335,-0.07577234845286504,0.12164446401848572,,10.598220789235437,Indo-European,Latn,1.5607,,0.36777777777777776,0.36777777777777776
Falcon3-3B-Base,rus_Cyrl,0.2633333333333333,-0.07642117497910549,0.12164446401848572,,11.867586387163913,Balto-Slavic,Cyrl,1.9942470588235295,0.33695652173913043,0.3655555555555556,0.351256038647343
Falcon3-3B-Base,ukr_Cyrl,0.043333333333333335,-0.10617322044124967,0.12164446401848572,,10.582360317494818,Balto-Slavic,Cyrl,2.340729411764706,0.37454545454545457,0.31444444444444447,0.3444949494949495
Falcon3-3B-Base,bul_Cyrl,0.05,-0.09982866417929119,0.12164446401848572,,10.360175858097726,Balto-Slavic,Cyrl,2.0901764705882355,0.3145454545454546,0.3422222222222222,0.3283838383838384
Falcon3-3B-Base,ell_Grek,0.016666666666666666,-0.08551569060342028,0.12164446401848572,,10.634956550916772,Indo-European,other,3.2260705882352942,0.2554347826086957,0.32555555555555554,0.2904951690821256
Falcon3-3B-Base,tur_Latn,0.06333333333333334,-0.09616530490936265,0.12164446401848572,,10.808162253319553,Turkic,Latn,1.7084764705882354,0.3175182481751825,0.32222222222222224,0.3198702351987024
Falcon3-3B-Base,arb_Arab,0.016666666666666666,-0.13738642141740118,0.12164446401848572,,10.841073612355865,Afro-Asiatic,Arab,3.117952941176471,0.22644927536231885,0.3088888888888889,0.26766908212560386
Falcon3-3B-Base,heb_Hebr,0.023333333333333334,-0.11298631954390483,0.12164446401848572,,9.693476506485494,Afro-Asiatic,other,4.055217647058823,0.36727272727272725,0.3422222222222222,0.3547474747474747
Falcon3-3B-Base,pes_Arab,0.013333333333333334,-0.1734138949453515,0.12164446401848572,,10.662263375070816,Indo-European,Arab,3.4424411764705884,0.25547445255474455,0.31555555555555553,0.28551500405515007
Falcon3-3B-Base,hin_Deva,0.016666666666666666,-0.09909050531620303,0.12164446401848572,,10.225085947081105,Indo-European,Deva,4.760605882352941,0.2687385740402194,0.31,0.28936928702010967
Falcon3-3B-Base,ben_Beng,0.006666666666666667,-0.13225745036642633,0.12164446401848572,,9.981044874347496,Indo-European,other,6.026417647058824,0.2956204379562044,0.29777777777777775,0.29669910786699105
Falcon3-3B-Base,tam_Taml,0.006666666666666667,-0.11152407682599637,0.12164446401848572,,9.641283555217916,Dravidian,other,6.100917647058823,0.28363636363636363,0.2733333333333333,0.27848484848484845
Falcon3-3B-Base,tel_Telu,0.0033333333333333335,-0.1179034772443681,0.12164446401848572,,9.195061276656201,Dravidian,other,7.609270588235294,0.22992700729927007,0.2577777777777778,0.24385239253852392
Falcon3-3B-Base,mar_Deva,0.016666666666666666,-0.10534422703619023,0.12164446401848572,,9.291197362643686,Indo-European,Deva,5.015682352941177,,0.2777777777777778,0.2777777777777778
Falcon3-3B-Base,urd_Arab,0.01,-0.14780165338473208,0.12164446401848572,,9.431854501264098,Indo-European,Arab,3.964352941176471,0.36079545454545453,0.2877777777777778,0.32428661616161614
Falcon3-3B-Base,vie_Latn,0.023333333333333334,-0.1004588299190639,0.12164446401848572,,10.743353922054286,other,Latn,2.1605588235294118,0.2818181818181818,0.33444444444444443,0.30813131313131314
Falcon3-3B-Base,ind_Latn,0.2833333333333333,-0.07387017312402101,0.12164446401848572,,10.081454105942349,Austronesian,Latn,1.3422529411764705,0.3018181818181818,0.35777777777777775,0.32979797979797976
Falcon3-3B-Base,zsm_Latn,0.21666666666666667,-0.09998801383261052,0.12164446401848572,,7.287263587861631,Austronesian,Latn,1.3803882352941177,0.2694610778443114,0.3466666666666667,0.30806387225548904
Falcon3-3B-Base,tha_Thai,0.013333333333333334,-0.12502768573556108,0.12164446401848572,,10.196379987855126,Tai-Kadai,other,5.162605882352942,,0.3088888888888889,0.3088888888888889
Falcon3-3B-Base,zho_Hans,0.6,-0.04236946863839024,0.12164446401848572,,11.356131798505956,Sino-Tibetan,other,4.402152941176471,0.3412844036697248,0.5066666666666667,0.42397553516819575
Falcon3-3B-Base,jpn_Jpan,0.09,-0.06769940518746782,0.12164446401848572,,11.032916144087627,other,other,5.0625647058823535,0.3253493013972056,0.35888888888888887,0.3421190951430472
Falcon3-3B-Base,kor_Hang,0.016666666666666666,-0.09065406001993077,0.12164446401848572,,10.393846195528992,other,other,5.392352941176471,0.276,0.3422222222222222,0.3091111111111111
Falcon3-3B-Base,fin_Latn,0.05,-0.12557210767186905,0.12164446401848572,,10.461273505456898,Uralic,Latn,1.6468823529411765,0.26860254083484575,0.3211111111111111,0.29485682597297846
Falcon3-3B-Base,hun_Latn,0.023333333333333334,-0.16179348822591508,0.12164446401848572,,10.637669631397417,Uralic,Latn,1.797864705882353,0.25272727272727274,0.31555555555555553,0.28414141414141414
Falcon3-3B-Base,est_Latn,0.02666666666666667,-0.15345040874968977,0.12164446401848572,,9.944761723531126,Uralic,Latn,1.6741529411764706,0.28125,0.3055555555555556,0.2934027777777778
Falcon3-3B-Base,kat_Geor,0.006666666666666667,-0.11560229601583942,0.12164446401848572,,9.417907523376437,other,other,6.757517647058824,0.308,0.29555555555555557,0.3017777777777778
Falcon3-3B-Base,amh_Ethi,0.006666666666666667,-0.10803827545775617,0.12164446401848572,,8.5541337799261,Afro-Asiatic,other,9.0556,,0.30333333333333334,0.30333333333333334
Falcon3-3B-Base,swh_Latn,0.02,-0.13248588638306832,0.12164446401848572,,7.487255902011655,Atlantic-Congo,Latn,1.6242705882352941,,0.30444444444444446,0.30444444444444446
Falcon3-3B-Base,yor_Latn,0.01,-0.1468033654163629,0.12164446401848572,,4.632892380992985,Atlantic-Congo,Latn,2.822870588235294,,0.2722222222222222,0.2722222222222222
Falcon3-3B-Base,khm_Khmr,0.006666666666666667,-0.10136296474849588,0.12164446401848572,,8.873125289337338,other,other,7.467370588235294,,0.3022222222222222,0.3022222222222222
Falcon3-3B-Base,mya_Mymr,0.0033333333333333335,-0.10214604589881439,0.12164446401848572,,8.94576714414124,Sino-Tibetan,other,9.286835294117648,,0.27444444444444444,0.27444444444444444
Llama-3.1-8B,deu_Latn,0.98,0.07909885652541337,0.5205176643226388,,11.552705133249123,Indo-European,Latn,1.3225588235294117,0.4316546762589928,0.6144444444444445,0.5230495603517187
Llama-3.1-8B,fra_Latn,0.9666666666666667,0.029814372166849294,0.5205176643226388,,11.504243358607456,Indo-European,Latn,1.2537352941176472,0.5847255369928401,0.7144444444444444,0.6495849907186423
Llama-3.1-8B,spa_Latn,0.97,0.07638930573168876,0.5205176643226388,,11.572692346038526,Indo-European,Latn,1.2007941176470587,0.6163636363636363,0.6822222222222222,0.6492929292929293
Llama-3.1-8B,por_Latn,0.9833333333333333,0.08121108173326318,0.5205176643226388,,11.136535917638877,Indo-European,Latn,1.2411764705882353,0.52994555353902,0.7311111111111112,0.6305283323250656
Llama-3.1-8B,ita_Latn,0.98,0.09632298510092517,0.5205176643226388,,11.218657350111846,Indo-European,Latn,1.2658764705882353,0.6222627737226277,0.67,0.6461313868613139
Llama-3.1-8B,nld_Latn,0.98,0.07512102047590515,0.5205176643226388,,10.903264809073452,Indo-European,Latn,1.3371529411764707,0.5553539019963702,0.6566666666666666,0.6060102843315185
Llama-3.1-8B,swe_Latn,0.98,0.07920856080072253,0.5205176643226388,,10.585304823582218,Indo-European,Latn,1.4709764705882353,,0.6577777777777778,0.6577777777777778
Llama-3.1-8B,pol_Latn,0.9233333333333333,0.023431713896383877,0.5205176643226388,,11.069183544489329,Balto-Slavic,Latn,1.8035588235294118,0.4708029197080292,0.5922222222222222,0.5315125709651257
Llama-3.1-8B,ces_Latn,0.95,0.053228359933648696,0.5205176643226388,,10.755192300065602,Balto-Slavic,Latn,1.9043941176470587,,0.5911111111111111,0.5911111111111111
Llama-3.1-8B,ron_Latn,0.9766666666666667,0.048965200010397586,0.5205176643226388,,10.598220789235437,Indo-European,Latn,1.5607,,0.6177777777777778,0.6177777777777778
Llama-3.1-8B,rus_Cyrl,0.93,0.012139078921527971,0.5205176643226388,,11.867586387163913,Balto-Slavic,Cyrl,1.9942470588235295,0.5163043478260869,0.6777777777777778,0.5970410628019324
Llama-3.1-8B,ukr_Cyrl,0.96,0.06176662653102116,0.5205176643226388,,10.582360317494818,Balto-Slavic,Cyrl,2.340729411764706,0.5763636363636364,0.61,0.5931818181818183
Llama-3.1-8B,bul_Cyrl,0.9166666666666666,0.045986462429920376,0.5205176643226388,,10.360175858097726,Balto-Slavic,Cyrl,2.0901764705882355,0.610909090909091,0.6133333333333333,0.6121212121212121
Llama-3.1-8B,ell_Grek,0.9733333333333334,0.04799783417088169,0.5205176643226388,,10.634956550916772,Indo-European,other,3.2260705882352942,0.4257246376811594,0.6211111111111111,0.5234178743961353
Llama-3.1-8B,tur_Latn,0.8633333333333333,0.014214486528660801,0.5205176643226388,,10.808162253319553,Turkic,Latn,1.7084764705882354,0.5291970802919708,0.6333333333333333,0.581265206812652
Llama-3.1-8B,arb_Arab,0.92,0.03692905237511101,0.5205176643226388,,10.841073612355865,Afro-Asiatic,Arab,3.117952941176471,0.5144927536231884,0.6188888888888889,0.5666908212560386
Llama-3.1-8B,heb_Hebr,0.92,0.03207769505171342,0.5205176643226388,,9.693476506485494,Afro-Asiatic,other,4.055217647058823,0.5818181818181818,0.5233333333333333,0.5525757575757575
Llama-3.1-8B,pes_Arab,0.9133333333333333,0.013810057043508173,0.5205176643226388,,10.662263375070816,Indo-European,Arab,3.4424411764705884,0.4051094890510949,0.6355555555555555,0.5203325223033253
Llama-3.1-8B,hin_Deva,0.8533333333333334,0.007724125407253134,0.5205176643226388,,10.225085947081105,Indo-European,Deva,4.760605882352941,0.47714808043875684,0.5655555555555556,0.5213518179971562
Llama-3.1-8B,ben_Beng,0.75,-0.014173339479062753,0.5205176643226388,,9.981044874347496,Indo-European,other,6.026417647058824,0.4142335766423358,0.47888888888888886,0.4465612327656123
Llama-3.1-8B,tam_Taml,0.5466666666666666,-0.05112968435558275,0.5205176643226388,,9.641283555217916,Dravidian,other,6.100917647058823,0.36727272727272725,0.44222222222222224,0.40474747474747474
Llama-3.1-8B,tel_Telu,0.4266666666666667,-0.0528940427168459,0.5205176643226388,,9.195061276656201,Dravidian,other,7.609270588235294,0.3156934306569343,0.39666666666666667,0.3561800486618005
Llama-3.1-8B,mar_Deva,0.8,-0.01082156773738507,0.5205176643226388,,9.291197362643686,Indo-European,Deva,5.015682352941177,,0.5022222222222222,0.5022222222222222
Llama-3.1-8B,urd_Arab,0.8233333333333334,0.00018586845982831678,0.5205176643226388,,9.431854501264098,Indo-European,Arab,3.964352941176471,0.3465909090909091,0.5255555555555556,0.43607323232323236
Llama-3.1-8B,vie_Latn,0.96,0.057814938657353106,0.5205176643226388,,10.743353922054286,other,Latn,2.1605588235294118,0.5272727272727272,0.6966666666666667,0.6119696969696969
Llama-3.1-8B,ind_Latn,0.9666666666666667,0.07143217120923762,0.5205176643226388,,10.081454105942349,Austronesian,Latn,1.3422529411764705,0.5618181818181818,0.6555555555555556,0.6086868686868687
Llama-3.1-8B,zsm_Latn,0.9366666666666666,0.05275893085442356,0.5205176643226388,,7.287263587861631,Austronesian,Latn,1.3803882352941177,0.5169660678642715,0.6333333333333333,0.5751497005988024
Llama-3.1-8B,tha_Thai,0.9133333333333333,0.03629068663060722,0.5205176643226388,,10.196379987855126,Tai-Kadai,other,5.162605882352942,,0.6,0.6
Llama-3.1-8B,zho_Hans,0.9266666666666666,0.034489200383346325,0.5205176643226388,,11.356131798505956,Sino-Tibetan,other,4.402152941176471,0.5357798165137615,0.7611111111111111,0.6484454638124363
Llama-3.1-8B,jpn_Jpan,0.8566666666666667,0.0009151830028729204,0.5205176643226388,,11.032916144087627,other,other,5.0625647058823535,0.5668662674650699,0.6233333333333333,0.5950998003992016
Llama-3.1-8B,kor_Hang,0.8633333333333333,0.02091822118493504,0.5205176643226388,,10.393846195528992,other,other,5.392352941176471,0.532,0.67,0.601
Llama-3.1-8B,fin_Latn,0.9166666666666666,0.029932019158214265,0.5205176643226388,,10.461273505456898,Uralic,Latn,1.6468823529411765,0.41379310344827586,0.5177777777777778,0.46578544061302685
Llama-3.1-8B,hun_Latn,0.9,0.029433880376786847,0.5205176643226388,,10.637669631397417,Uralic,Latn,1.797864705882353,0.4072727272727273,0.5933333333333334,0.5003030303030304
Llama-3.1-8B,est_Latn,0.8166666666666667,-0.022007021905278066,0.5205176643226388,,9.944761723531126,Uralic,Latn,1.6741529411764706,0.45089285714285715,0.44555555555555554,0.44822420634920634
Llama-3.1-8B,kat_Geor,0.5433333333333333,-0.038551798252269225,0.5205176643226388,,9.417907523376437,other,other,6.757517647058824,0.488,0.4288888888888889,0.45844444444444443
